commodity,commodity_type,price,market,state,district,date
Sweet Lime,Fruits,78.76,Wholesale Market,National Average,All,2025-04-16
Sweet Lime,Fruits,86.47,Government Market,National Average,All,2025-04-16
Sweet Lime,Fruits,99.3,Local Market,National Average,All,2025-04-15
Sweet Lime,Fruits,80.51,Wholesale Market,National Average,All,2025-04-15
Sweet Lime,Fruits,90.41,Government Market,National Average,All,2025-04-15
Sweet Lime,Fruits,94.53,Local Market,National Average,All,2025-04-14
Sweet Lime,Fruits,77.62,Wholesale Market,National Average,All,2025-04-14
Sweet Lime,Fruits,86.23,Government Market,National Average,All,2025-04-14
Guava,Fruits,65.43,Local Market,National Average,All,2025-06-12
Guava,Fruits,51.35,Wholesale Market,National Average,All,2025-06-12
Guava,Fruits,59.1,Government Market,National Average,All,2025-06-12
Guava,Fruits,67.95,Local Market,National Average,All,2025-06-11
Guava,Fruits,56.36,Wholesale Market,National Average,All,2025-06-11
Guava,Fruits,60.95,Government Market,National Average,All,2025-06-11
Guava,Fruits,69.18,Local Market,National Average,All,2025-06-10
Guava,Fruits,56.8,Wholesale Market,National Average,All,2025-06-10
Guava,Fruits,61.79,Government Market,National Average,All,2025-06-10
Guava,Fruits,69.73,Local Market,National Average,All,2025-06-09
Guava,Fruits,56.83,Wholesale Market,National Average,All,2025-06-09
Guava,Fruits,63.78,Government Market,National Average,All,2025-06-09
Guava,Fruits,70.08,Local Market,National Average,All,2025-06-08
Guava,Fruits,57.71,Wholesale Market,National Average,All,2025-06-08
Guava,Fruits,64.11,Government Market,National Average,All,2025-06-08
Guava,Fruits,68.74,Local Market,National Average,All,2025-06-07
Guava,Fruits,56.36,Wholesale Market,National Average,All,2025-06-07
Guava,Fruits,63.25,Government Market,National Average,All,2025-06-07
Guava,Fruits,71.83,Local Market,National Average,All,2025-06-06
Guava,Fruits,59.2,Wholesale Market,National Average,All,2025-06-06
Guava,Fruits,65.21,Government Market,National Average,All,2025-06-06
Guava,Fruits,68.15,Local Market,National Average,All,2025-06-05
Guava,Fruits,55.24,Wholesale Market,National Average,All,2025-06-05
Guava,Fruits,61.97,Government Market,National Average,All,2025-06-05
Guava,Fruits,71.74,Local Market,National Average,All,2025-06-04
Guava,Fruits,58.69,Wholesale Market,National Average,All,2025-06-04
Guava,Fruits,66.19,Government Market,National Average,All,2025-06-04
Guava,Fruits,70.11,Local Market,National Average,All,2025-06-03
Guava,Fruits,56.6,Wholesale Market,National Average,All,2025-06-03
Guava,Fruits,62.0,Government Market,National Average,All,2025-06-03
Guava,Fruits,73.62,Local Market,National Average,All,2025-06-02
Guava,Fruits,59.77,Wholesale Market,National Average,All,2025-06-02
Guava,Fruits,65.75,Government Market,National Average,All,2025-06-02
Guava,Fruits,67.95,Local Market,National Average,All,2025-06-01
Guava,Fruits,55.56,Wholesale Market,National Average,All,2025-06-01
Guava,Fruits,62.39,Government Market,National Average,All,2025-06-01
Guava,Fruits,68.75,Local Market,National Average,All,2025-05-31
Guava,Fruits,56.18,Wholesale Market,National Average,All,2025-05-31
Guava,Fruits,63.47,Government Market,National Average,All,2025-05-31
Guava,Fruits,67.85,Local Market,National Average,All,2025-05-30
Guava,Fruits,55.29,Wholesale Market,National Average,All,2025-05-30
Guava,Fruits,61.55,Government Market,National Average,All,2025-05-30
Guava,Fruits,64.56,Local Market,National Average,All,2025-05-29
Guava,Fruits,52.37,Wholesale Market,National Average,All,2025-05-29
Guava,Fruits,57.78,Government Market,National Average,All,2025-05-29
Guava,Fruits,63.33,Local Market,National Average,All,2025-05-28
Guava,Fruits,51.8,Wholesale Market,National Average,All,2025-05-28
Guava,Fruits,58.31,Government Market,National Average,All,2025-05-28
Guava,Fruits,62.46,Local Market,National Average,All,2025-05-27
Guava,Fruits,51.14,Wholesale Market,National Average,All,2025-05-27
Guava,Fruits,56.15,Government Market,National Average,All,2025-05-27
Guava,Fruits,61.43,Local Market,National Average,All,2025-05-26
Guava,Fruits,49.72,Wholesale Market,National Average,All,2025-05-26
Guava,Fruits,55.21,Government Market,National Average,All,2025-05-26
Guava,Fruits,60.1,Local Market,National Average,All,2025-05-25
Guava,Fruits,50.27,Wholesale Market,National Average,All,2025-05-25
Guava,Fruits,55.33,Government Market,National Average,All,2025-05-25
Guava,Fruits,56.3,Local Market,National Average,All,2025-05-24
Guava,Fruits,45.3,Wholesale Market,National Average,All,2025-05-24
Guava,Fruits,52.05,Government Market,National Average,All,2025-05-24
Guava,Fruits,54.94,Local Market,National Average,All,2025-05-23
Guava,Fruits,44.6,Wholesale Market,National Average,All,2025-05-23
Guava,Fruits,48.72,Government Market,National Average,All,2025-05-23
Guava,Fruits,57.2,Local Market,National Average,All,2025-05-22
Guava,Fruits,46.9,Wholesale Market,National Average,All,2025-05-22
Guava,Fruits,51.79,Government Market,National Average,All,2025-05-22
Guava,Fruits,56.33,Local Market,National Average,All,2025-05-21
Guava,Fruits,46.36,Wholesale Market,National Average,All,2025-05-21
Guava,Fruits,51.24,Government Market,National Average,All,2025-05-21
Guava,Fruits,55.31,Local Market,National Average,All,2025-05-20
Guava,Fruits,45.81,Wholesale Market,National Average,All,2025-05-20
Guava,Fruits,50.84,Government Market,National Average,All,2025-05-20
Guava,Fruits,54.81,Local Market,National Average,All,2025-05-19
Guava,Fruits,44.15,Wholesale Market,National Average,All,2025-05-19
Guava,Fruits,50.03,Government Market,National Average,All,2025-05-19
Guava,Fruits,55.25,Local Market,National Average,All,2025-05-18
Guava,Fruits,46.18,Wholesale Market,National Average,All,2025-05-18
Guava,Fruits,49.63,Government Market,National Average,All,2025-05-18
Guava,Fruits,57.16,Local Market,National Average,All,2025-05-17
Guava,Fruits,46.11,Wholesale Market,National Average,All,2025-05-17
Guava,Fruits,50.94,Government Market,National Average,All,2025-05-17
Guava,Fruits,58.19,Local Market,National Average,All,2025-05-16
Guava,Fruits,47.17,Wholesale Market,National Average,All,2025-05-16
Guava,Fruits,53.05,Government Market,National Average,All,2025-05-16
Guava,Fruits,57.53,Local Market,National Average,All,2025-05-15
Guava,Fruits,48.29,Wholesale Market,National Average,All,2025-05-15
Guava,Fruits,53.49,Government Market,National Average,All,2025-05-15
Guava,Fruits,61.95,Local Market,National Average,All,2025-05-14
Guava,Fruits,50.6,Wholesale Market,National Average,All,2025-05-14
Guava,Fruits,55.13,Government Market,National Average,All,2025-05-14
Guava,Fruits,63.32,Local Market,National Average,All,2025-05-13
Guava,Fruits,51.76,Wholesale Market,National Average,All,2025-05-13
Guava,Fruits,56.36,Government Market,National Average,All,2025-05-13
Guava,Fruits,64.45,Local Market,National Average,All,2025-05-12
Guava,Fruits,52.69,Wholesale Market,National Average,All,2025-05-12
Guava,Fruits,59.63,Government Market,National Average,All,2025-05-12
Guava,Fruits,65.02,Local Market,National Average,All,2025-05-11
Guava,Fruits,52.93,Wholesale Market,National Average,All,2025-05-11
Guava,Fruits,58.45,Government Market,National Average,All,2025-05-11
Guava,Fruits,64.99,Local Market,National Average,All,2025-05-10
Guava,Fruits,52.24,Wholesale Market,National Average,All,2025-05-10
Guava,Fruits,59.29,Government Market,National Average,All,2025-05-10
Guava,Fruits,64.19,Local Market,National Average,All,2025-05-09
Guava,Fruits,53.33,Wholesale Market,National Average,All,2025-05-09
Guava,Fruits,58.87,Government Market,National Average,All,2025-05-09
Guava,Fruits,64.08,Local Market,National Average,All,2025-05-08
Guava,Fruits,53.35,Wholesale Market,National Average,All,2025-05-08
Guava,Fruits,59.9,Government Market,National Average,All,2025-05-08
Guava,Fruits,62.31,Local Market,National Average,All,2025-05-07
Guava,Fruits,51.43,Wholesale Market,National Average,All,2025-05-07
Guava,Fruits,57.17,Government Market,National Average,All,2025-05-07
Guava,Fruits,67.4,Local Market,National Average,All,2025-05-06
Guava,Fruits,54.15,Wholesale Market,National Average,All,2025-05-06
Guava,Fruits,61.64,Government Market,National Average,All,2025-05-06
Guava,Fruits,66.0,Local Market,National Average,All,2025-05-05
Guava,Fruits,53.81,Wholesale Market,National Average,All,2025-05-05
Guava,Fruits,60.55,Government Market,National Average,All,2025-05-05
Guava,Fruits,66.4,Local Market,National Average,All,2025-05-04
Guava,Fruits,54.75,Wholesale Market,National Average,All,2025-05-04
Guava,Fruits,60.67,Government Market,National Average,All,2025-05-04
Guava,Fruits,63.29,Local Market,National Average,All,2025-05-03
Guava,Fruits,52.38,Wholesale Market,National Average,All,2025-05-03
Guava,Fruits,57.86,Government Market,National Average,All,2025-05-03
Guava,Fruits,64.48,Local Market,National Average,All,2025-05-02
Guava,Fruits,53.12,Wholesale Market,National Average,All,2025-05-02
Guava,Fruits,59.95,Government Market,National Average,All,2025-05-02
Guava,Fruits,60.24,Local Market,National Average,All,2025-05-01
Guava,Fruits,49.44,Wholesale Market,National Average,All,2025-05-01
Guava,Fruits,53.82,Government Market,National Average,All,2025-05-01
Guava,Fruits,59.87,Local Market,National Average,All,2025-04-30
Guava,Fruits,49.86,Wholesale Market,National Average,All,2025-04-30
Guava,Fruits,55.59,Government Market,National Average,All,2025-04-30
Guava,Fruits,59.0,Local Market,National Average,All,2025-04-29
Guava,Fruits,48.65,Wholesale Market,National Average,All,2025-04-29
Guava,Fruits,53.05,Government Market,National Average,All,2025-04-29
Guava,Fruits,58.54,Local Market,National Average,All,2025-04-28
Guava,Fruits,47.52,Wholesale Market,National Average,All,2025-04-28
Guava,Fruits,53.25,Government Market,National Average,All,2025-04-28
Guava,Fruits,55.03,Local Market,National Average,All,2025-04-27
Guava,Fruits,44.29,Wholesale Market,National Average,All,2025-04-27
Guava,Fruits,49.95,Government Market,National Average,All,2025-04-27
Guava,Fruits,55.2,Local Market,National Average,All,2025-04-26
Guava,Fruits,43.95,Wholesale Market,National Average,All,2025-04-26
Guava,Fruits,49.87,Government Market,National Average,All,2025-04-26
Guava,Fruits,52.4,Local Market,National Average,All,2025-04-25
Guava,Fruits,43.26,Wholesale Market,National Average,All,2025-04-25
Guava,Fruits,47.94,Government Market,National Average,All,2025-04-25
Guava,Fruits,53.07,Local Market,National Average,All,2025-04-24
Guava,Fruits,42.86,Wholesale Market,National Average,All,2025-04-24
Guava,Fruits,47.6,Government Market,National Average,All,2025-04-24
Guava,Fruits,52.61,Local Market,National Average,All,2025-04-23
Guava,Fruits,42.23,Wholesale Market,National Average,All,2025-04-23
Guava,Fruits,47.05,Government Market,National Average,All,2025-04-23
Guava,Fruits,52.49,Local Market,National Average,All,2025-04-22
Guava,Fruits,42.88,Wholesale Market,National Average,All,2025-04-22
Guava,Fruits,48.02,Government Market,National Average,All,2025-04-22
Guava,Fruits,50.1,Local Market,National Average,All,2025-04-21
Guava,Fruits,41.16,Wholesale Market,National Average,All,2025-04-21
Guava,Fruits,45.0,Government Market,National Average,All,2025-04-21
Guava,Fruits,50.05,Local Market,National Average,All,2025-04-20
Guava,Fruits,40.55,Wholesale Market,National Average,All,2025-04-20
Guava,Fruits,45.46,Government Market,National Average,All,2025-04-20
Guava,Fruits,52.62,Local Market,National Average,All,2025-04-19
Guava,Fruits,43.66,Wholesale Market,National Average,All,2025-04-19
Guava,Fruits,47.3,Government Market,National Average,All,2025-04-19
Guava,Fruits,51.04,Local Market,National Average,All,2025-04-18
Guava,Fruits,41.09,Wholesale Market,National Average,All,2025-04-18
Guava,Fruits,45.79,Government Market,National Average,All,2025-04-18
Guava,Fruits,53.18,Local Market,National Average,All,2025-04-17
Guava,Fruits,41.98,Wholesale Market,National Average,All,2025-04-17
Guava,Fruits,48.15,Government Market,National Average,All,2025-04-17
Guava,Fruits,53.77,Local Market,National Average,All,2025-04-16
Guava,Fruits,44.39,Wholesale Market,National Average,All,2025-04-16
Guava,Fruits,49.24,Government Market,National Average,All,2025-04-16
Guava,Fruits,57.49,Local Market,National Average,All,2025-04-15
Guava,Fruits,47.18,Wholesale Market,National Average,All,2025-04-15
Guava,Fruits,52.25,Government Market,National Average,All,2025-04-15
Guava,Fruits,54.68,Local Market,National Average,All,2025-04-14
Guava,Fruits,45.17,Wholesale Market,National Average,All,2025-04-14
Guava,Fruits,49.36,Government Market,National Average,All,2025-04-14
Strawberry,Fruits,259.94,Local Market,National Average,All,2025-06-12
Strawberry,Fruits,213.14,Wholesale Market,National Average,All,2025-06-12
Strawberry,Fruits,232.85,Government Market,National Average,All,2025-06-12
Strawberry,Fruits,284.23,Local Market,National Average,All,2025-06-11
Strawberry,Fruits,235.56,Wholesale Market,National Average,All,2025-06-11
Strawberry,Fruits,258.5,Government Market,National Average,All,2025-06-11
Strawberry,Fruits,286.0,Local Market,National Average,All,2025-06-10
Strawberry,Fruits,229.42,Wholesale Market,National Average,All,2025-06-10
Strawberry,Fruits,262.01,Government Market,National Average,All,2025-06-10
Strawberry,Fruits,281.62,Local Market,National Average,All,2025-06-09
Strawberry,Fruits,229.29,Wholesale Market,National Average,All,2025-06-09
Strawberry,Fruits,256.85,Government Market,National Average,All,2025-06-09
Strawberry,Fruits,291.72,Local Market,National Average,All,2025-06-08
Strawberry,Fruits,236.61,Wholesale Market,National Average,All,2025-06-08
Strawberry,Fruits,270.93,Government Market,National Average,All,2025-06-08
Strawberry,Fruits,284.15,Local Market,National Average,All,2025-06-07
Strawberry,Fruits,236.48,Wholesale Market,National Average,All,2025-06-07
Strawberry,Fruits,259.76,Government Market,National Average,All,2025-06-07
Strawberry,Fruits,299.44,Local Market,National Average,All,2025-06-06
Strawberry,Fruits,247.68,Wholesale Market,National Average,All,2025-06-06
Strawberry,Fruits,272.55,Government Market,National Average,All,2025-06-06
Strawberry,Fruits,299.26,Local Market,National Average,All,2025-06-05
Strawberry,Fruits,243.1,Wholesale Market,National Average,All,2025-06-05
Strawberry,Fruits,272.65,Government Market,National Average,All,2025-06-05
Strawberry,Fruits,295.28,Local Market,National Average,All,2025-06-04
Strawberry,Fruits,242.17,Wholesale Market,National Average,All,2025-06-04
Strawberry,Fruits,269.69,Government Market,National Average,All,2025-06-04
Strawberry,Fruits,285.83,Local Market,National Average,All,2025-06-03
Strawberry,Fruits,234.46,Wholesale Market,National Average,All,2025-06-03
Strawberry,Fruits,267.4,Government Market,National Average,All,2025-06-03
Strawberry,Fruits,296.32,Local Market,National Average,All,2025-06-02
Strawberry,Fruits,238.88,Wholesale Market,National Average,All,2025-06-02
Strawberry,Fruits,267.42,Government Market,National Average,All,2025-06-02
Strawberry,Fruits,289.61,Local Market,National Average,All,2025-06-01
Strawberry,Fruits,231.57,Wholesale Market,National Average,All,2025-06-01
Strawberry,Fruits,267.13,Government Market,National Average,All,2025-06-01
Strawberry,Fruits,285.33,Local Market,National Average,All,2025-05-31
Strawberry,Fruits,232.13,Wholesale Market,National Average,All,2025-05-31
Strawberry,Fruits,259.15,Government Market,National Average,All,2025-05-31
Strawberry,Fruits,282.77,Local Market,National Average,All,2025-05-30
Strawberry,Fruits,231.9,Wholesale Market,National Average,All,2025-05-30
Strawberry,Fruits,254.89,Government Market,National Average,All,2025-05-30
Strawberry,Fruits,269.35,Local Market,National Average,All,2025-05-29
Strawberry,Fruits,223.38,Wholesale Market,National Average,All,2025-05-29
Strawberry,Fruits,249.18,Government Market,National Average,All,2025-05-29
Strawberry,Fruits,265.98,Local Market,National Average,All,2025-05-28
Strawberry,Fruits,218.45,Wholesale Market,National Average,All,2025-05-28
Strawberry,Fruits,242.06,Government Market,National Average,All,2025-05-28
Strawberry,Fruits,246.18,Local Market,National Average,All,2025-05-27
Strawberry,Fruits,199.79,Wholesale Market,National Average,All,2025-05-27
Strawberry,Fruits,220.47,Government Market,National Average,All,2025-05-27
Strawberry,Fruits,255.79,Local Market,National Average,All,2025-05-26
Strawberry,Fruits,203.24,Wholesale Market,National Average,All,2025-05-26
Strawberry,Fruits,231.71,Government Market,National Average,All,2025-05-26
Strawberry,Fruits,248.81,Local Market,National Average,All,2025-05-25
Strawberry,Fruits,201.08,Wholesale Market,National Average,All,2025-05-25
Strawberry,Fruits,221.58,Government Market,National Average,All,2025-05-25
Strawberry,Fruits,243.17,Local Market,National Average,All,2025-05-24
Strawberry,Fruits,192.62,Wholesale Market,National Average,All,2025-05-24
Strawberry,Fruits,213.91,Government Market,National Average,All,2025-05-24
Strawberry,Fruits,229.45,Local Market,National Average,All,2025-05-23
Strawberry,Fruits,188.04,Wholesale Market,National Average,All,2025-05-23
Strawberry,Fruits,207.79,Government Market,National Average,All,2025-05-23
Strawberry,Fruits,226.62,Local Market,National Average,All,2025-05-22
Strawberry,Fruits,186.03,Wholesale Market,National Average,All,2025-05-22
Strawberry,Fruits,205.55,Government Market,National Average,All,2025-05-22
Strawberry,Fruits,232.95,Local Market,National Average,All,2025-05-21
Strawberry,Fruits,191.28,Wholesale Market,National Average,All,2025-05-21
Strawberry,Fruits,208.8,Government Market,National Average,All,2025-05-21
Strawberry,Fruits,235.51,Local Market,National Average,All,2025-05-20
Strawberry,Fruits,187.83,Wholesale Market,National Average,All,2025-05-20
Strawberry,Fruits,210.04,Government Market,National Average,All,2025-05-20
Strawberry,Fruits,234.27,Local Market,National Average,All,2025-05-19
Strawberry,Fruits,192.0,Wholesale Market,National Average,All,2025-05-19
Strawberry,Fruits,212.81,Government Market,National Average,All,2025-05-19
Strawberry,Fruits,236.08,Local Market,National Average,All,2025-05-18
Strawberry,Fruits,194.5,Wholesale Market,National Average,All,2025-05-18
Strawberry,Fruits,211.01,Government Market,National Average,All,2025-05-18
Strawberry,Fruits,233.16,Local Market,National Average,All,2025-05-17
Strawberry,Fruits,191.62,Wholesale Market,National Average,All,2025-05-17
Strawberry,Fruits,210.36,Government Market,National Average,All,2025-05-17
Strawberry,Fruits,233.85,Local Market,National Average,All,2025-05-16
Strawberry,Fruits,189.53,Wholesale Market,National Average,All,2025-05-16
Strawberry,Fruits,207.28,Government Market,National Average,All,2025-05-16
Strawberry,Fruits,253.64,Local Market,National Average,All,2025-05-15
Strawberry,Fruits,210.11,Wholesale Market,National Average,All,2025-05-15
Strawberry,Fruits,227.09,Government Market,National Average,All,2025-05-15
Strawberry,Fruits,252.3,Local Market,National Average,All,2025-05-14
Strawberry,Fruits,203.78,Wholesale Market,National Average,All,2025-05-14
Strawberry,Fruits,227.27,Government Market,National Average,All,2025-05-14
Strawberry,Fruits,252.47,Local Market,National Average,All,2025-05-13
Strawberry,Fruits,206.4,Wholesale Market,National Average,All,2025-05-13
Strawberry,Fruits,226.35,Government Market,National Average,All,2025-05-13
Strawberry,Fruits,256.66,Local Market,National Average,All,2025-05-12
Strawberry,Fruits,215.98,Wholesale Market,National Average,All,2025-05-12
Strawberry,Fruits,237.46,Government Market,National Average,All,2025-05-12
Strawberry,Fruits,261.66,Local Market,National Average,All,2025-05-11
Strawberry,Fruits,212.92,Wholesale Market,National Average,All,2025-05-11
Strawberry,Fruits,237.96,Government Market,National Average,All,2025-05-11
Strawberry,Fruits,268.34,Local Market,National Average,All,2025-05-10
Strawberry,Fruits,220.44,Wholesale Market,National Average,All,2025-05-10
Strawberry,Fruits,243.74,Government Market,National Average,All,2025-05-10
Strawberry,Fruits,263.9,Local Market,National Average,All,2025-05-09
Strawberry,Fruits,218.33,Wholesale Market,National Average,All,2025-05-09
Strawberry,Fruits,244.28,Government Market,National Average,All,2025-05-09
Strawberry,Fruits,278.71,Local Market,National Average,All,2025-05-08
Strawberry,Fruits,224.82,Wholesale Market,National Average,All,2025-05-08
Strawberry,Fruits,251.69,Government Market,National Average,All,2025-05-08
Strawberry,Fruits,273.78,Local Market,National Average,All,2025-05-07
Strawberry,Fruits,221.74,Wholesale Market,National Average,All,2025-05-07
Strawberry,Fruits,245.62,Government Market,National Average,All,2025-05-07
Strawberry,Fruits,285.03,Local Market,National Average,All,2025-05-06
Strawberry,Fruits,230.54,Wholesale Market,National Average,All,2025-05-06
Strawberry,Fruits,259.49,Government Market,National Average,All,2025-05-06
Strawberry,Fruits,266.56,Local Market,National Average,All,2025-05-05
Strawberry,Fruits,216.53,Wholesale Market,National Average,All,2025-05-05
Strawberry,Fruits,238.84,Government Market,National Average,All,2025-05-05
Strawberry,Fruits,263.91,Local Market,National Average,All,2025-05-04
Strawberry,Fruits,217.38,Wholesale Market,National Average,All,2025-05-04
Strawberry,Fruits,245.13,Government Market,National Average,All,2025-05-04
Strawberry,Fruits,269.41,Local Market,National Average,All,2025-05-03
Strawberry,Fruits,224.56,Wholesale Market,National Average,All,2025-05-03
Strawberry,Fruits,247.0,Government Market,National Average,All,2025-05-03
Strawberry,Fruits,253.11,Local Market,National Average,All,2025-05-02
Strawberry,Fruits,206.07,Wholesale Market,National Average,All,2025-05-02
Strawberry,Fruits,228.65,Government Market,National Average,All,2025-05-02
Strawberry,Fruits,258.0,Local Market,National Average,All,2025-05-01
Strawberry,Fruits,212.38,Wholesale Market,National Average,All,2025-05-01
Strawberry,Fruits,232.18,Government Market,National Average,All,2025-05-01
Strawberry,Fruits,246.46,Local Market,National Average,All,2025-04-30
Strawberry,Fruits,202.76,Wholesale Market,National Average,All,2025-04-30
Strawberry,Fruits,225.18,Government Market,National Average,All,2025-04-30
Strawberry,Fruits,254.18,Local Market,National Average,All,2025-04-29
Strawberry,Fruits,208.11,Wholesale Market,National Average,All,2025-04-29
Strawberry,Fruits,235.54,Government Market,National Average,All,2025-04-29
Strawberry,Fruits,240.41,Local Market,National Average,All,2025-04-28
Strawberry,Fruits,192.17,Wholesale Market,National Average,All,2025-04-28
Strawberry,Fruits,212.06,Government Market,National Average,All,2025-04-28
Strawberry,Fruits,239.21,Local Market,National Average,All,2025-04-27
Strawberry,Fruits,192.99,Wholesale Market,National Average,All,2025-04-27
Strawberry,Fruits,216.59,Government Market,National Average,All,2025-04-27
Strawberry,Fruits,225.9,Local Market,National Average,All,2025-04-26
Strawberry,Fruits,183.23,Wholesale Market,National Average,All,2025-04-26
Strawberry,Fruits,203.08,Government Market,National Average,All,2025-04-26
Strawberry,Fruits,221.45,Local Market,National Average,All,2025-04-25
Strawberry,Fruits,182.03,Wholesale Market,National Average,All,2025-04-25
Strawberry,Fruits,200.41,Government Market,National Average,All,2025-04-25
Strawberry,Fruits,225.15,Local Market,National Average,All,2025-04-24
Strawberry,Fruits,183.21,Wholesale Market,National Average,All,2025-04-24
Strawberry,Fruits,203.19,Government Market,National Average,All,2025-04-24
Strawberry,Fruits,213.84,Local Market,National Average,All,2025-04-23
Strawberry,Fruits,177.21,Wholesale Market,National Average,All,2025-04-23
Strawberry,Fruits,195.71,Government Market,National Average,All,2025-04-23
Strawberry,Fruits,201.66,Local Market,National Average,All,2025-04-22
Strawberry,Fruits,165.21,Wholesale Market,National Average,All,2025-04-22
Strawberry,Fruits,186.06,Government Market,National Average,All,2025-04-22
Strawberry,Fruits,210.37,Local Market,National Average,All,2025-04-21
Strawberry,Fruits,169.96,Wholesale Market,National Average,All,2025-04-21
Strawberry,Fruits,189.7,Government Market,National Average,All,2025-04-21
Strawberry,Fruits,214.07,Local Market,National Average,All,2025-04-20
Strawberry,Fruits,174.9,Wholesale Market,National Average,All,2025-04-20
Strawberry,Fruits,196.0,Government Market,National Average,All,2025-04-20
Strawberry,Fruits,210.99,Local Market,National Average,All,2025-04-19
Strawberry,Fruits,171.17,Wholesale Market,National Average,All,2025-04-19
Strawberry,Fruits,196.07,Government Market,National Average,All,2025-04-19
Strawberry,Fruits,214.57,Local Market,National Average,All,2025-04-18
Strawberry,Fruits,179.37,Wholesale Market,National Average,All,2025-04-18
Strawberry,Fruits,195.86,Government Market,National Average,All,2025-04-18
Strawberry,Fruits,218.35,Local Market,National Average,All,2025-04-17
Strawberry,Fruits,177.98,Wholesale Market,National Average,All,2025-04-17
Strawberry,Fruits,199.85,Government Market,National Average,All,2025-04-17
Strawberry,Fruits,215.23,Local Market,National Average,All,2025-04-16
Strawberry,Fruits,182.96,Wholesale Market,National Average,All,2025-04-16
Strawberry,Fruits,201.93,Government Market,National Average,All,2025-04-16
Strawberry,Fruits,215.73,Local Market,National Average,All,2025-04-15
Strawberry,Fruits,178.02,Wholesale Market,National Average,All,2025-04-15
Strawberry,Fruits,196.15,Government Market,National Average,All,2025-04-15
Strawberry,Fruits,232.72,Local Market,National Average,All,2025-04-14
Strawberry,Fruits,187.96,Wholesale Market,National Average,All,2025-04-14
Strawberry,Fruits,208.23,Government Market,National Average,All,2025-04-14
Kiwi,Fruits,197.07,Local Market,National Average,All,2025-06-12
Kiwi,Fruits,163.55,Wholesale Market,National Average,All,2025-06-12
Kiwi,Fruits,180.5,Government Market,National Average,All,2025-06-12
Kiwi,Fruits,197.85,Local Market,National Average,All,2025-06-11
Kiwi,Fruits,161.81,Wholesale Market,National Average,All,2025-06-11
Kiwi,Fruits,179.44,Government Market,National Average,All,2025-06-11
Kiwi,Fruits,211.29,Local Market,National Average,All,2025-06-10
Kiwi,Fruits,170.31,Wholesale Market,National Average,All,2025-06-10
Kiwi,Fruits,192.74,Government Market,National Average,All,2025-06-10
Kiwi,Fruits,211.53,Local Market,National Average,All,2025-06-09
Kiwi,Fruits,172.85,Wholesale Market,National Average,All,2025-06-09
Kiwi,Fruits,191.82,Government Market,National Average,All,2025-06-09
Kiwi,Fruits,214.18,Local Market,National Average,All,2025-06-08
Kiwi,Fruits,174.7,Wholesale Market,National Average,All,2025-06-08
Kiwi,Fruits,193.99,Government Market,National Average,All,2025-06-08
Kiwi,Fruits,210.49,Local Market,National Average,All,2025-06-07
Kiwi,Fruits,172.01,Wholesale Market,National Average,All,2025-06-07
Kiwi,Fruits,193.15,Government Market,National Average,All,2025-06-07
Kiwi,Fruits,212.19,Local Market,National Average,All,2025-06-06
Kiwi,Fruits,177.01,Wholesale Market,National Average,All,2025-06-06
Kiwi,Fruits,195.96,Government Market,National Average,All,2025-06-06
Kiwi,Fruits,205.79,Local Market,National Average,All,2025-06-05
Kiwi,Fruits,172.45,Wholesale Market,National Average,All,2025-06-05
Kiwi,Fruits,185.39,Government Market,National Average,All,2025-06-05
Kiwi,Fruits,219.98,Local Market,National Average,All,2025-06-04
Kiwi,Fruits,178.32,Wholesale Market,National Average,All,2025-06-04
Kiwi,Fruits,200.49,Government Market,National Average,All,2025-06-04
Kiwi,Fruits,215.26,Local Market,National Average,All,2025-06-03
Kiwi,Fruits,177.61,Wholesale Market,National Average,All,2025-06-03
Kiwi,Fruits,195.92,Government Market,National Average,All,2025-06-03
Kiwi,Fruits,206.34,Local Market,National Average,All,2025-06-02
Kiwi,Fruits,173.48,Wholesale Market,National Average,All,2025-06-02
Kiwi,Fruits,192.06,Government Market,National Average,All,2025-06-02
Kiwi,Fruits,209.69,Local Market,National Average,All,2025-06-01
Kiwi,Fruits,173.05,Wholesale Market,National Average,All,2025-06-01
Kiwi,Fruits,190.31,Government Market,National Average,All,2025-06-01
Kiwi,Fruits,206.61,Local Market,National Average,All,2025-05-31
Kiwi,Fruits,164.68,Wholesale Market,National Average,All,2025-05-31
Kiwi,Fruits,188.02,Government Market,National Average,All,2025-05-31
Kiwi,Fruits,190.2,Local Market,National Average,All,2025-05-30
Kiwi,Fruits,155.97,Wholesale Market,National Average,All,2025-05-30
Kiwi,Fruits,172.13,Government Market,National Average,All,2025-05-30
Kiwi,Fruits,197.91,Local Market,National Average,All,2025-05-29
Kiwi,Fruits,162.54,Wholesale Market,National Average,All,2025-05-29
Kiwi,Fruits,179.87,Government Market,National Average,All,2025-05-29
Kiwi,Fruits,185.73,Local Market,National Average,All,2025-05-28
Kiwi,Fruits,151.85,Wholesale Market,National Average,All,2025-05-28
Kiwi,Fruits,164.98,Government Market,National Average,All,2025-05-28
Kiwi,Fruits,181.93,Local Market,National Average,All,2025-05-27
Kiwi,Fruits,148.31,Wholesale Market,National Average,All,2025-05-27
Kiwi,Fruits,161.57,Government Market,National Average,All,2025-05-27
Kiwi,Fruits,183.05,Local Market,National Average,All,2025-05-26
Kiwi,Fruits,145.85,Wholesale Market,National Average,All,2025-05-26
